lat;lon;species;diameter;raster
-24.8416175666584;31.2128732108297;sb;3.704;12020
-24.8411179401117;31.2136520676996;sb;3.886246;12020
-24.8417577861044;31.2129732532081;sb;1.682698;12020
-24.8414838151275;31.2129340260053;sb;3.515577;12020
-24.8409002570512;31.2133131322119;sb;3.116426;12020
-24.8417786725289;31.2129348983499;sb;2.001752;12020
-24.8417632460397;31.2131870694408;sb;2.631639;12020
-24.8415159683726;31.2135445880807;sb;3.838093;12020
-24.841627255141;31.2137120406505;sb;1.727682;12020
-24.8412201021593;31.2131915861396;sb;5.543635;12020
-24.8409397558592;31.2132285957345;sb;2.128984;12020
-24.8413008163999;31.2129412572302;sb;1.790462;12020
-24.8411409353874;31.2129017268096;sb;3.473872;12020
-24.8414505534165;31.2134459147332;sb;4.497568;12020
-24.840992436473;31.2136258010257;sb;3.008153;12020
-24.8415598951887;31.2130069440593;sb;3.815175;12020
-24.8410976901483;31.2128186173807;sb;5.836203;12020
-24.8417978002451;31.2132248380823;sb;3.912377;12020
-24.8417191116155;31.2135275016853;sb;4.882729;12020
-24.8412932623736;31.2137037314187;sb;3.186544;12020
-24.841767258141;31.2132782408938;sb;3.834791;12020
-24.8412952088269;31.2133445361769;sb;4.043714;12020
-24.8409644795938;31.2134259237923;sb;1.548025;12020
-24.8414470155013;31.2129668617196;sb;4.513577;12020
-24.8415755685538;31.2128512956423;sb;5.152561;12020
-24.8412067111053;31.2128157813418;sb;4.360219;12020
-24.8409976819463;31.2128327982624;sb;1.058517;12020
-24.8414777607803;31.2136146544277;sb;4.550596;12020
-24.8412247773575;31.2131895695722;sb;1.290589;12020
-24.8410265026074;31.2133332630786;sb;2.137456;12020
-24.8418291194466;31.2134981180883;sb;2.439373;12020
-24.8416536685126;31.2131520002365;sb;2.519175;12020
-24.8414576417928;31.213004084765;sb;4.349209;12020
-24.8417168656741;31.2135618437572;sb;1.671395;12020
-24.8411966283475;31.2128475740233;sb;5.83169;12020
-24.8413647776109;31.2135998709561;sb;1.680806;12020
-24.8414728069064;31.2136238242679;sb;4.274332;12020
-24.8411013416063;31.2128983520672;sb;1.521629;12020
-24.8415188599764;31.2128162018441;sb;3.189868;12020
-24.8413540774783;31.2131943873423;sb;4.000772;12020
-24.8414735399952;31.2129724012036;sb;4.833291;12020
-24.8414715468598;31.2130353364546;sb;2.452571;12020
-24.8413802472056;31.2135855585576;sb;3.27724;12020
-24.841283916159;31.2136032126009;sb;1.879195;12020
-24.8409087260457;31.2131053813281;sb;4.231214;12020
-24.8416576344773;31.2128883342486;sb;4.97953;12020
