lat;lon;species;diameter;raster
-24.8417866717687;31.2130669061318;sb;1.037513;12020
-24.8413711292845;31.2130985894646;sb;5.971125;12020
-24.8411595585144;31.213514854128;sb;3.393502;12020
-24.841365373854;31.2135693078018;sb;5.343053;12020
-24.8415991614959;31.2130462636631;sb;4.133809;12020
-24.8413227244361;31.213065012613;sb;2.83148;12020
-24.8415371433556;31.2131224839981;sb;3.242188;12020
-24.8416279312857;31.2136409273687;sb;2.461387;12020
-24.8417990088217;31.2132864290025;sb;5.74168;12020
-24.8417415851895;31.2136386065039;sb;3.108968;12020
-24.8411594651059;31.2132008851524;sb;1.216992;12020
-24.8410300480662;31.2129593784803;sb;4.605547;12020
-24.8409201976808;31.2135782934515;sb;5.027121;12020
-24.8416346637555;31.2135077489568;sb;2.561402;12020
-24.8411499160579;31.2132410152859;sb;4.730926;12020
-24.8417187573238;31.2130042156348;sb;4.99108;12020
-24.8416254058074;31.2135180101016;sb;3.527085;12020
-24.8412869526544;31.2128530228987;sb;5.765494;12020
-24.8417785071999;31.2129384435356;sb;2.151882;12020
-24.8409026550953;31.2136733320257;sb;3.556342;12020
-24.8415950990334;31.2131604550859;sb;1.480289;12020
-24.8414567602218;31.2137480063928;sb;4.912212;12020
-24.8411579549585;31.2130687866349;sb;5.292734;12020
-24.8417232654895;31.2132464834662;sb;4.152594;12020
-24.841742784901;31.213001500155;sb;1.291201;12020
-24.8416698580906;31.2128241428425;sb;5.937222;12020
-24.8417677295568;31.2134841124656;sb;5.233698;12020
-24.8416422008135;31.2135639079757;sb;3.678748;12020
-24.841690528358;31.2134186252494;sb;5.470921;12020
-24.8412720179484;31.2132613403917;sb;4.952582;12020
-24.8413252113047;31.2130189945242;sb;3.349477;12020
-24.8417427603462;31.2136892502403;sb;3.330652;12020
-24.8417221572329;31.2128587066479;sb;4.018539;12020
-24.8417032532329;31.2129348011803;sb;2.816024;12020
-24.8414492868469;31.213070537803;sb;3.196771;12020
-24.8415345995138;31.2137348597598;sb;1.921331;12020
-24.8416698009139;31.2136622023009;sb;3.070632;12020
-24.8417864561539;31.2132838971901;sb;3.309562;12020
-24.841362154237;31.2133448764921;sb;5.608183;12020
-24.8412265423315;31.2134590369471;sb;4.476929;12020
-24.8414572720323;31.2131733454708;sb;2.615974;12020
-24.8408942325992;31.2136172620366;sb;4.678546;12020
-24.8414414188816;31.2134635228342;sb;2.504984;12020
-24.8412613557559;31.2131874252694;sb;4.070251;12020
-24.8414438255117;31.2128540597145;sb;2.904251;12020
-24.8414820298772;31.2133697827554;sb;3.7557;12020
-24.841136923979;31.2131019810966;sb;3.001049;12020
-24.8409073483649;31.2132133974176;sb;2.632959;12020
-24.841290259055;31.2129111730892;sb;3.63309;12020
-24.8410692792534;31.2134662760038;sb;3.579249;12020
-24.840892379997;31.2136037702991;sb;2.907254;12020
-24.8411387085935;31.2131672073948;sb;4.085779;12020
-24.841074187714;31.2129343910009;sb;2.959895;12020
-24.8413234541158;31.2130151533014;sb;3.273463;12020
-24.841249981345;31.2136473565467;sb;1.011844;12020
-24.8411744696559;31.2135169673803;sb;2.116297;12020
-24.8418006713212;31.2136697453031;sb;1.711095;12020
-24.8410926200555;31.2128786941793;sb;5.824007;12020
-24.8413480581709;31.2129989048781;sb;2.238009;12020
